name,link,compensation,min,max,currency
Старший системный администратор Linux/DevOps,https://hh.ru/vacancy/46624976?from=vacancy_search_result&query=python,до 250000 руб.,,250000,руб.
Senior Support Team Lead,https://hh.ru/vacancy/46086085?from=vacancy_search_result&query=python,,,,
Data analyst,https://hh.ru/vacancy/46593971?from=vacancy_search_result&query=python,,,,
Business Data Engineer / Data Analyst,https://hh.ru/vacancy/44380334?from=vacancy_search_result&query=python,,,,
Frontend-программист,https://hh.ru/vacancy/45918970?from=vacancy_search_result&query=python,,,,
Full stack developer (middle+),https://hh.ru/vacancy/45190066?from=vacancy_search_result&query=python,,,,
Senior Frontend-разработчик (React),https://hh.ru/vacancy/46102800?from=vacancy_search_result&query=python,300000 – 400000 руб.,300000,400000,руб.
Системный аналитик (в отдел искусственного интеллекта),https://hh.ru/vacancy/42898022?from=vacancy_search_result&query=python,,,,
Системный аналитик,https://hh.ru/vacancy/45076575?from=vacancy_search_result&query=python,,,,
Product Analyst,https://hh.ru/vacancy/42134089?from=vacancy_search_result&query=python,,,,
Quantitative Researcher,https://hh.ru/vacancy/43377570?from=vacancy_search_result&query=python,от 250000 руб.,250000,,руб.
Аналитик данных / Data Analyst,https://hh.ru/vacancy/46440314?from=vacancy_search_result&query=python,,,,
Leading Computer Vision Research Engineer (CV/DL),https://hh.ru/vacancy/45086376?from=vacancy_search_result&query=python,,,,
Программист Back-end разработчик,https://hh.ru/vacancy/46449647?from=vacancy_search_result&query=python,от 50000 руб.,50000,,руб.
Python Developer в Голосового ассистента,https://hh.ru/vacancy/44296597?from=vacancy_search_result&query=python,,,,
Архитектор баз данных,https://hh.ru/vacancy/45976021?from=vacancy_search_result&query=python,,,,
Senior/Middle Frontend Developer,https://hh.ru/vacancy/46080100?from=vacancy_search_result&query=python,130000 – 250000 руб.,130000,250000,руб.
Data scientist / главный специалист по анализу данных и моделированию,https://hh.ru/vacancy/46602577?from=vacancy_search_result&query=python,,,,
Инженер Linux,https://hh.ru/vacancy/45806434?from=vacancy_search_result&query=python,,,,
SQL developer,https://hh.ru/vacancy/46584500?from=vacancy_search_result&query=python,,,,
Middle DevOps-engineer,https://hh.ru/vacancy/46497877?from=vacancy_search_result&query=python,180000 – 250000 руб.,180000,250000,руб.
Веб-аналитик,https://hh.ru/vacancy/45784705?from=vacancy_search_result&query=python,,,,
BI Engineer (Tableau),https://hh.ru/vacancy/46192221?from=vacancy_search_result&query=python,,,,
QA Engineer (WoT Blitz),https://hh.ru/vacancy/43661587?from=vacancy_search_result&query=python,,,,
Information Security Engineer (10011341),https://hh.ru/vacancy/45433121?from=vacancy_search_result&query=python,,,,
DevOps Lead,https://hh.ru/vacancy/45823587?from=vacancy_search_result&query=python,,,,
Разработчик интеграций,https://hh.ru/vacancy/45508274?from=vacancy_search_result&query=python,,,,
Стажёр-разработчик автоматизированных тестов,https://hh.ru/vacancy/45218243?from=vacancy_search_result&query=python,,,,
"Преподаватель IT курсов, программирования, информатики",https://hh.ru/vacancy/43500469?from=vacancy_search_result&query=python,до 140000 руб.,,140000,руб.
"Senior Software Engineer (Platform, Commerce)",https://hh.ru/vacancy/46386589?from=vacancy_search_result&query=python,,,,
Product Owner (Big Data) / Директор по информационным продуктам,https://hh.ru/vacancy/46565326?from=vacancy_search_result&query=python,,,,
Руководитель направления продвинутой аналитики цифровых продаж ЮЛ,https://hh.ru/vacancy/46568674?from=vacancy_search_result&query=python,,,,
Антифрод-аналитик,https://hh.ru/vacancy/46518910?from=vacancy_search_result&query=python,,,,
Ведущий PHP-разработчик,https://hh.ru/vacancy/46538642?from=vacancy_search_result&query=python,от 160000 руб.,160000,,руб.
Специалист по тестированию,https://hh.ru/vacancy/40585500?from=vacancy_search_result&query=python,от 150000 руб.,150000,,руб.
HTML-верстальщик/ Middle Frontend разработчик,https://hh.ru/vacancy/46533768?from=vacancy_search_result&query=python,180000 – 220000 руб.,180000,220000,руб.
System Administrator Linux/DevOps,https://hh.ru/vacancy/46273793?from=vacancy_search_result&query=python,,,,
Frontend-разработчик,https://hh.ru/vacancy/46521775?from=vacancy_search_result&query=python,200000 – 310000 руб.,200000,310000,руб.
Manual QA Engineer ‎(World of Tanks Blitz)‎,https://hh.ru/vacancy/46127413?from=vacancy_search_result&query=python,,,,
Младший системный администратор,https://hh.ru/vacancy/45906700?from=vacancy_search_result&query=python,50000 – 70000 руб.,50000,70000,руб.
Менеджер первой линии по продаже Франшиз (удаленно),https://hh.ru/vacancy/46469669?from=vacancy_search_result&query=python,40000 – 60000 руб.,40000,60000,руб.
Junior Python Developer (Начинающий разработчик Python),https://hh.ru/vacancy/46525324?from=vacancy_search_result&query=python,30000 – 60000 руб.,30000,60000,руб.
Junior Python Developer (Odoo),https://hh.ru/vacancy/44168409?from=vacancy_search_result&query=python,до 170000 руб.,,170000,руб.
Data engineer,https://hh.ru/vacancy/46623080?from=vacancy_search_result&query=python,,,,
Machine Learning Research Engineer (Computer Vision),https://hh.ru/vacancy/45600756?from=vacancy_search_result&query=python,,,,
Data analyst,https://hh.ru/vacancy/44382392?from=vacancy_search_result&query=python,,,,
Junior Data Analyst,https://hh.ru/vacancy/45126997?from=vacancy_search_result&query=python,,,,
Senior Data Engineer/Data Engineer,https://hh.ru/vacancy/45600818?from=vacancy_search_result&query=python,,,,
Junior/Middle Golang-разработчик (Поисковые роботы),https://hh.ru/vacancy/44644094?from=vacancy_search_result&query=python,,,,
Middle+ Backend Developer,https://hh.ru/vacancy/46640116?from=vacancy_search_result&query=python,180 – 250 руб.,180,250,руб.
Инженер данных (Data Engineer),https://hh.ru/vacancy/42013644?from=vacancy_search_result&query=python,,,,
Middle DevOps Engineer,https://hh.ru/vacancy/46375492?from=vacancy_search_result&query=python,1500 – 2500 USD,1500,2500,USD
Backend Developer,https://hh.ru/vacancy/45986372?from=vacancy_search_result&query=python,,,,
Программист-разработчик с AI/Big Data (Thinkforbl Company),https://hh.ru/vacancy/46614514?from=vacancy_search_result&query=python,2083 – 4416 USD,2083,4416,USD
Machine Learning Engineer | Personalisation Team,https://hh.ru/vacancy/46631078?from=vacancy_search_result&query=python,,,,
Исследователь алгоритмов машинного обучения / Researcher,https://hh.ru/vacancy/45813482?from=vacancy_search_result&query=python,от 100000 руб.,100000,,руб.
Back-end software developer (+ DevOps),https://hh.ru/vacancy/45828419?from=vacancy_search_result&query=python,,,,
DevOps Engineer (Middle/Senior),https://hh.ru/vacancy/44354103?from=vacancy_search_result&query=python,,,,
Backend-разработчик Go/C/C++ (Рамблер/почта),https://hh.ru/vacancy/43798359?from=vacancy_search_result&query=python,,,,
Data Engineer,https://hh.ru/vacancy/46614130?from=vacancy_search_result&query=python,,,,
"Senior Software Engineer, Database Engineering (Cube.js Core)",https://hh.ru/vacancy/46377490?from=vacancy_search_result&query=python,от 6000 USD,6000,,USD
"Senior Data scientist (NLP/NLU, в Санкт-Петербург)",https://hh.ru/vacancy/46611990?from=vacancy_search_result&query=python,,,,
Rust Developer,https://hh.ru/vacancy/46138563?from=vacancy_search_result&query=python,от 2000 EUR,2000,,EUR
Системный аналитик,https://hh.ru/vacancy/46523071?from=vacancy_search_result&query=python,,,,
Reverse Engineer,https://hh.ru/vacancy/46631842?from=vacancy_search_result&query=python,до 300000 руб.,,300000,руб.
Devops Specialist,https://hh.ru/vacancy/46535061?from=vacancy_search_result&query=python,,,,
Инженер-тестировщик программного обеспечения (middle),https://hh.ru/vacancy/45924100?from=vacancy_search_result&query=python,90000 – 110000 руб.,90000,110000,руб.
Senior developer C++ (проект 3D-моделирования),https://hh.ru/vacancy/45158999?from=vacancy_search_result&query=python,,,,
DevOps инженер,https://hh.ru/vacancy/45471197?from=vacancy_search_result&query=python,,,,
PostgreSQL DBA (обеспечение качества СУБД),https://hh.ru/vacancy/45834978?from=vacancy_search_result&query=python,,,,
Junior GPU Performance Engineer,https://hh.ru/vacancy/44952669?from=vacancy_search_result&query=python,,,,
Middle Автоматизатор тестирования,https://hh.ru/vacancy/46486920?from=vacancy_search_result&query=python,,,,
QA automation engineer (Автотека),https://hh.ru/vacancy/44580250?from=vacancy_search_result&query=python,,,,
Специалист по тестированию (IC++),https://hh.ru/vacancy/46633774?from=vacancy_search_result&query=python,,,,
Системный аналитик,https://hh.ru/vacancy/46100589?from=vacancy_search_result&query=python,,,,
Системный аналитик (кибербезопасность / B2B SaaS),https://hh.ru/vacancy/44684417?from=vacancy_search_result&query=python,180000 – 250000 руб.,180000,250000,руб.
BI аналитик,https://hh.ru/vacancy/46490067?from=vacancy_search_result&query=python,,,,
QA Engineer (Mobile),https://hh.ru/vacancy/45966579?from=vacancy_search_result&query=python,до 140000 руб.,,140000,руб.
IT Support Engineer,https://hh.ru/vacancy/40528849?from=vacancy_search_result&query=python,,,,
Junior Data-аналитик / Аналитик данных / Data Analyst,https://hh.ru/vacancy/45747782?from=vacancy_search_result&query=python,,,,
BI Аналитик,https://hh.ru/vacancy/46633693?from=vacancy_search_result&query=python,,,,
DevOps specialist - FX4Cash,https://hh.ru/vacancy/46230639?from=vacancy_search_result&query=python,,,,
Automation expert,https://hh.ru/vacancy/46410915?from=vacancy_search_result&query=python,,,,
Аналитик в GameDev (MY.GAMES),https://hh.ru/vacancy/46412827?from=vacancy_search_result&query=python,,,,
DevOps-инженер,https://hh.ru/vacancy/44892544?from=vacancy_search_result&query=python,до 250000 руб.,,250000,руб.
"Full Stack developer (Django/React, Москва)",https://hh.ru/vacancy/46596550?from=vacancy_search_result&query=python,80000 – 130000 руб.,80000,130000,руб.
Инженер нагрузочного тестирования (НТ),https://hh.ru/vacancy/46622189?from=vacancy_search_result&query=python,,,,
Стажёр-инженер АСУ / Automation junior engineer,https://hh.ru/vacancy/45152473?from=vacancy_search_result&query=python,,,,
Fullstack-разработчик (MY.GAMES),https://hh.ru/vacancy/46629790?from=vacancy_search_result&query=python,,,,
Администратор DevOps,https://hh.ru/vacancy/46610812?from=vacancy_search_result&query=python,до 150000 руб.,,150000,руб.
DevOps / SRE инженер,https://hh.ru/vacancy/46632585?from=vacancy_search_result&query=python,,,,
Java разработчик,https://hh.ru/vacancy/46628674?from=vacancy_search_result&query=python,,,,
Mobile automation QA,https://hh.ru/vacancy/44534366?from=vacancy_search_result&query=python,,,,
Аналитик,https://hh.ru/vacancy/46530515?from=vacancy_search_result&query=python,,,,
Game Project Analyst,https://hh.ru/vacancy/46090593?from=vacancy_search_result&query=python,,,,
NPU Compiler Developer for Exynos AI Accelerator,https://hh.ru/vacancy/42341825?from=vacancy_search_result&query=python,,,,
Инженер автоматизированного тестирования,https://hh.ru/vacancy/45450284?from=vacancy_search_result&query=python,,,,
DevOps Engineer,https://hh.ru/vacancy/46639920?from=vacancy_search_result&query=python,,,,
GPU Performance Intern,https://hh.ru/vacancy/45751683?from=vacancy_search_result&query=python,,,,
Аналитик,https://hh.ru/vacancy/46081922?from=vacancy_search_result&query=python,до 46000 руб.,,46000,руб.
ML Engineer,https://hh.ru/vacancy/46298234?from=vacancy_search_result&query=python,,,,
Data analyst,https://hh.ru/vacancy/46058248?from=vacancy_search_result&query=python,,,,
Разработчик C++,https://hh.ru/vacancy/46063404?from=vacancy_search_result&query=python,70000 – 150000 руб.,70000,150000,руб.
Junuor/Middle QA Engineer,https://hh.ru/vacancy/46612463?from=vacancy_search_result&query=python,от 50000 руб.,50000,,руб.
Senior Product Analyst,https://hh.ru/vacancy/40375714?from=vacancy_search_result&query=python,250000 – 350000 руб.,250000,350000,руб.
Аналитик Данных/ Data Analyst,https://hh.ru/vacancy/45646104?from=vacancy_search_result&query=python,,,,
Senior Go Developer,https://hh.ru/vacancy/45909235?from=vacancy_search_result&query=python,,,,
Стажер-аналитик (большие данные),https://hh.ru/vacancy/46623111?from=vacancy_search_result&query=python,,,,
Data Engineer в Такси,https://hh.ru/vacancy/45649814?from=vacancy_search_result&query=python,,,,
Аналитик данных,https://hh.ru/vacancy/46466740?from=vacancy_search_result&query=python,,,,
Middle / Senior Django разработчик (удаленно)  (ИТ-разработка и консалтинг для крупного бизнеса),https://hh.ru/vacancy/46537790?from=vacancy_search_result&query=python,80000 – 200000 руб.,80000,200000,руб.
Full-stack разработчик,https://hh.ru/vacancy/46367732?from=vacancy_search_result&query=python,от 180000 руб.,180000,,руб.
"Software Engineer (Tools, WoTBlitz)",https://hh.ru/vacancy/46387982?from=vacancy_search_result&query=python,,,,
Junior QA Engineer (Начинающий тестировщик ПО),https://hh.ru/vacancy/46636531?from=vacancy_search_result&query=python,30000 – 60000 руб.,30000,60000,руб.
Data Scientist в Яндекс.Маркет,https://hh.ru/vacancy/45870312?from=vacancy_search_result&query=python,,,,
Senior/Lead System analyst,https://hh.ru/vacancy/46074095?from=vacancy_search_result&query=python,,,,
Программист-разработчик,https://hh.ru/vacancy/46625909?from=vacancy_search_result&query=python,,,,
DevOps Engineer (OpenStack),https://hh.ru/vacancy/45834496?from=vacancy_search_result&query=python,,,,
Middle/Lead Product Analyst,https://hh.ru/vacancy/45930478?from=vacancy_search_result&query=python,,,,
Аналитик BI/Data/Web/Bussiness,https://hh.ru/vacancy/46234901?from=vacancy_search_result&query=python,,,,
C/C++ Developer,https://hh.ru/vacancy/32569325?from=vacancy_search_result&query=python,,,,
"Программист-разработчик (C++, QT) - в Южную Корею",https://hh.ru/vacancy/45912131?from=vacancy_search_result&query=python,160000 – 200000 руб.,160000,200000,руб.
ETL-разработчик,https://hh.ru/vacancy/44387221?from=vacancy_search_result&query=python,,,,
Business Data Scientist (Cyprus),https://hh.ru/vacancy/45830553?from=vacancy_search_result&query=python,,,,
Разработчик C# / Middle asp.net developer,https://hh.ru/vacancy/46098427?from=vacancy_search_result&query=python,,,,
Инженер-программист,https://hh.ru/vacancy/44781762?from=vacancy_search_result&query=python,,,,
Инженер DevOps,https://hh.ru/vacancy/46535626?from=vacancy_search_result&query=python,,,,
DevOps engineer - GBA,https://hh.ru/vacancy/46538987?from=vacancy_search_result&query=python,,,,
Стажер IT (нагрузочное тестирование),https://hh.ru/vacancy/46524394?from=vacancy_search_result&query=python,45000 – 55000 руб.,45000,55000,руб.
Специалист автоматизированного тестирования (QA Engineer Middle/Senior),https://hh.ru/vacancy/45929151?from=vacancy_search_result&query=python,от 100000 руб.,100000,,руб.
Аналитик данных,https://hh.ru/vacancy/45775286?from=vacancy_search_result&query=python,,,,
Senior Software Engineer (Embedded Linux Application and Services),https://hh.ru/vacancy/45912657?from=vacancy_search_result&query=python,,,,
Software Developer,https://hh.ru/vacancy/44070544?from=vacancy_search_result&query=python,,,,
Back-end javascript программист,https://hh.ru/vacancy/45987177?from=vacancy_search_result&query=python,до 200000 руб.,,200000,руб.
Senior Database Developer (MS SQL Server),https://hh.ru/vacancy/45909385?from=vacancy_search_result&query=python,4500 – 6000 USD,4500,6000,USD
Junior разработчик SQL с RUN функцией (Premium Solutions),https://hh.ru/vacancy/46575465?from=vacancy_search_result&query=python,,,,
Linux engineer (SberDevices),https://hh.ru/vacancy/46411412?from=vacancy_search_result&query=python,,,,
Middle/Senior full stack разработчик .NET,https://hh.ru/vacancy/42849194?from=vacancy_search_result&query=python,140000 – 250000 руб.,140000,250000,руб.
Разработчик Hadoop (Банк),https://hh.ru/vacancy/46640261?from=vacancy_search_result&query=python,,,,
Senior DevOps Engineer,https://hh.ru/vacancy/45080947?from=vacancy_search_result&query=python,,,,
Разработчик баз данных,https://hh.ru/vacancy/46617587?from=vacancy_search_result&query=python,,,,
QA Web Engineer,https://hh.ru/vacancy/44350502?from=vacancy_search_result&query=python,140000 – 160000 руб.,140000,160000,руб.
Senior ETL/DWH разработчик,https://hh.ru/vacancy/46631140?from=vacancy_search_result&query=python,,,,
Разработчик облачного хранилища (Go),https://hh.ru/vacancy/43522324?from=vacancy_search_result&query=python,,,,
Продуктовый аналитик,https://hh.ru/vacancy/45772200?from=vacancy_search_result&query=python,от 230000 руб.,230000,,руб.
DevOps-инженер,https://hh.ru/vacancy/46638631?from=vacancy_search_result&query=python,,,,
QA engineer (функциональное тестирование),https://hh.ru/vacancy/45914836?from=vacancy_search_result&query=python,,,,
Старший инженер по тестированию,https://hh.ru/vacancy/46098288?from=vacancy_search_result&query=python,,,,
ETL-разработчик данных в Такси,https://hh.ru/vacancy/46010725?from=vacancy_search_result&query=python,,,,
Разработчик для ОС Android,https://hh.ru/vacancy/46489246?from=vacancy_search_result&query=python,40000 – 100000 руб.,40000,100000,руб.
ANDROID-Разработчик,https://hh.ru/vacancy/46525301?from=vacancy_search_result&query=python,30000 – 60000 руб.,30000,60000,руб.
Data Engineer (SberDevices),https://hh.ru/vacancy/44329079?from=vacancy_search_result&query=python,,,,
Senior Embedded developer (C++),https://hh.ru/vacancy/46628474?from=vacancy_search_result&query=python,,,,
PHP-программист (Стажёр),https://hh.ru/vacancy/46633507?from=vacancy_search_result&query=python,,,,
Системный аналитик,https://hh.ru/vacancy/46226438?from=vacancy_search_result&query=python,,,,
Системный / DevOps инженер-разработчик Linux в направление по созданию решений на базе виртуализации,https://hh.ru/vacancy/46243133?from=vacancy_search_result&query=python,,,,
Системный аналитик/system analyst,https://hh.ru/vacancy/46530825?from=vacancy_search_result&query=python,от 150000 руб.,150000,,руб.
Системный программист Linux в направление по созданию решений на базе виртуализации,https://hh.ru/vacancy/46243205?from=vacancy_search_result&query=python,,,,
Математик-программист (руководитель группы),https://hh.ru/vacancy/44688752?from=vacancy_search_result&query=python,,,,
"Lead/Head of Data Science (NLP/NLU, Санкт-Петербург)",https://hh.ru/vacancy/46611986?from=vacancy_search_result&query=python,,,,
"Support Data Engineer, трайб Global Trading Platform",https://hh.ru/vacancy/45654655?from=vacancy_search_result&query=python,,,,
Руководитель отдела аналитики/ Data analyst Lead,https://hh.ru/vacancy/46626065?from=vacancy_search_result&query=python,,,,
"Full-stack Developer (React, Python)",https://hh.ru/vacancy/46604456?from=vacancy_search_result&query=python,200000 – 450000 руб.,200000,450000,руб.
